9.91423e+6,6.91532e-21
9.98297e+6,5.96605e-21
9.94022e+6,5.06451e-21
1.00865e+7,4.43633e-21
1.00592e+7,3.77080e-21
1.01911e+7,3.24503e-21
1.01902e+7,2.80194e-21
1.02250e+7,2.40325e-21
1.03570e+7,2.05283e-21
1.04705e+7,1.76404e-21
1.04235e+7,1.51858e-21
1.11155e+7,2.51803e-21
1.10307e+7,2.03192e-21
1.09792e+7,1.75147e-21
1.12348e+7,3.06701e-21
1.13669e+7,3.66871e-21
1.15828e+7,4.29761e-21
1.18631e+7,5.06480e-21
1.26795e+7,5.37957e-21
1.33438e+7,4.90302e-21
1.37213e+7,4.27485e-21
1.40329e+7,3.67469e-21
1.43070e+7,3.19887e-21
1.46091e+7,2.73149e-21
1.48366e+7,2.31861e-21
1.50735e+7,1.99577e-21
1.53165e+7,1.69246e-21
1.56530e+7,1.37580e-21
1.58523e+7,1.11029e-21
1.60654e+7,1.01125e-21
2.09635e+7,1.08183e-21
2.15298e+7,1.32996e-21
2.19424e+7,1.57122e-21
2.24684e+7,1.88087e-21
2.28077e+7,2.24383e-21
2.32612e+7,2.67964e-21
2.38900e+7,3.15976e-21
2.43476e+7,3.67252e-21
2.48979e+7,4.33397e-21
2.52367e+7,5.13946e-21
2.57924e+7,6.07653e-21
2.63050e+7,7.14304e-21
2.70395e+7,9.13325e-21
2.77197e+7,1.08844e-20
2.83193e+7,1.28815e-20
2.94486e+7,1.51255e-20
3.07944e+7,1.73113e-20
3.18586e+7,1.99018e-20
3.24690e+7,2.33457e-20
3.32145e+7,2.80028e-20
3.38207e+7,3.41460e-20
3.44683e+7,3.92691e-20
3.56751e+7,5.00818e-20
3.81974e+7,4.99292e-20
3.90378e+7,4.53776e-20
4.03409e+7,3.55839e-20
4.06837e+7,3.05432e-20
4.15570e+7,2.57834e-20
4.18068e+7,2.19029e-20
4.25550e+7,1.85684e-20
4.36881e+7,1.50506e-20
4.43700e+7,1.31102e-20
4.67074e+7,1.92965e-20
4.65617e+7,1.54649e-20
4.73057e+7,2.45016e-20
4.62112e+7,1.39320e-20
4.76718e+7,2.87596e-20
4.79353e+7,3.25868e-20
4.86836e+7,4.37146e-20
4.94254e+7,5.51101e-20
4.97782e+7,6.75678e-20
5.05395e+7,8.19755e-20
5.12302e+7,1.01334e-19
5.20386e+7,1.22195e-19
5.26248e+7,1.42455e-19
5.30409e+7,1.70292e-19
5.36056e+7,2.01866e-19
5.47038e+7,2.41269e-19
5.52581e+7,3.30638e-19
5.48162e+7,2.77231e-19
5.57402e+7,5.48808e-19
5.55386e+7,4.41068e-19
5.55735e+7,3.90493e-19
5.64656e+7,9.89521e-19
5.61432e+7,7.90664e-19
5.61385e+7,6.82702e-19
5.69011e+7,1.63563e-18
5.65542e+7,1.32807e-18
5.59607e+7,1.20215e-18
5.73756e+7,2.79624e-18
5.71680e+7,2.24729e-18
5.73064e+7,1.95203e-18
5.84848e+7,9.54446e-18
5.79061e+7,7.85060e-18
5.78058e+7,6.39052e-18
5.78009e+7,5.51792e-18
5.77960e+7,4.76448e-18
5.77911e+7,4.11391e-18
5.77863e+7,3.55217e-18
5.65852e+7,3.43893e-18
1.85721e+7,6.93173e-22
