1.05197e+4,2.02909e-8
1.19592e+4,2.17455e-8
1.35447e+4,2.31842e-8
1.53403e+4,2.46987e-8
1.73740e+4,2.63327e-8
1.96772e+4,2.69386e-8
2.22858e+4,2.57539e-8
2.52403e+4,2.46020e-8
2.85864e+4,2.34525e-8
3.23761e+4,2.22110e-8
3.66681e+4,2.09748e-8
4.15292e+4,1.91856e-8
4.70348e+4,1.73754e-8
5.32702e+4,1.58559e-8
6.03322e+4,1.52979e-8
6.83304e+4,1.46634e-8
7.73890e+4,1.32383e-8
8.76484e+4,1.22941e-8
9.92680e+4,1.06000e-8
1.12428e+5,9.94487e-9
1.25216e+5,9.40665e-9
1.73405e+5,8.12258e-9
2.24570e+5,7.08325e-9
2.75909e+5,6.29717e-9
3.23912e+5,6.03374e-9
3.74843e+5,6.05616e-9
4.42074e+5,6.07866e-9
5.13414e+5,5.76507e-9
6.01200e+5,5.96126e-9
6.96995e+5,5.54046e-9
8.03201e+5,5.79914e-9
9.43997e+5,5.59137e-9
1.07760e+6,5.86100e-9
1.23488e+6,5.46113e-9
1.40714e+6,5.66862e-9
1.60810e+6,5.95226e-9
1.83356e+6,5.64570e-9
2.05138e+6,5.78652e-9
2.35284e+6,5.95410e-9
2.66418e+6,5.89187e-9
3.00956e+6,5.79257e-9
3.41589e+6,5.76568e-9
3.86488e+6,5.75061e-9
4.38161e+6,5.94900e-9
4.96248e+6,5.90575e-9
5.61659e+6,5.81309e-9
6.35753e+6,6.10416e-9
7.20932e+6,6.23748e-9
8.16505e+6,6.43665e-9
9.23605e+6,7.37267e-9
1.04734e+7,8.37636e-9
1.16369e+7,7.40953e-9
1.29296e+7,5.14631e-9
1.47438e+7,4.05200e-9
1.64190e+7,3.52119e-9
1.84980e+7,2.68222e-9
